0.04,-0.04,0,0,0.06,0.04,0,0.08,0.02,0,0,0,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0,0,0.02,0.04,0.02,0.04,0,0,0,0,0.02
-0.04,0.02,0,0,0.06,0.04,0.04,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0,0.04,0,0,0,0,-0.04,0,0.02,0,0
0.02,0,0.02,0.04,0,-0.04,0,0.04,0.04,0.04,0.02,0.02,0.06,0.02,0.12,-0.04,0,0.04,0.02,0.02,-0.04,0.18,0.02,0.04,0.04,0.02,0.06,0,0.02,0.08
0,0,0,0,0,0,0.02,0.04,0,0.04,0,-0.04,0,0,-0.04,0.02,0.02,0,0.04,0,-0.04,0,0,0,0.04,0,0.02,0.02,0.04,0
0.04,0.02,0.02,0.02,0.04,0.02,0,0,0.04,0,0.04,0.02,0.02,0.04,0.22,0,0,0.04,0,0.04,0.02,0.02,0.04,0.04,-0.06,0.04,0,0,-0.04,0.06
0.02,0.02,0,0,0,0,0,0.04,0,0.04,-0.04,0,0.02,-0.04,0,0.02,0.02,0.06,0,0,0.04,0,0,0,-0.12,0.28,0.02,-0.04,0.02,0
0,0,0.02,0.02,0.02,0.02,0.06,0,0.08,0,0.08,0.02,-0.04,0.02,0.14,0,0,0,0.02,0.02,-0.04,0.02,0.02,0.04,0.04,0,0,0.02,0,0.06
0,0,0.02,0,0.02,0,0,0.04,0,0,-0.04,0,0.04,0.02,0,0,0,0.04,0,0,0,0,0.02,0,0.02,0.02,0,0,0,0.02
0.04,0.04,0,0.12,-0.04,0.04,0.02,0,0.02,0.04,0.04,0.02,0,0,0.04,0.02,0.02,-0.06,0.02,0.04,0.04,0.02,0,0.02,-0.04,-0.04,0.02,0.06,0.04,0
0,0.04,0.02,0.02,0.02,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0.02,0.04,0.02,0,0,0,-0.04,0,0,-0.08,0.04,0,0
0.02,0,0,0,0,0.02,0.04,0.02,0.02,0.04,-0.04,0.04,0,0.02,0.04,0.06,0.04,0,0,0,0.02,0.02,0.04,0.06,0.04,0.02,0.02,0,0.04,0.02
0,0.04,-0.04,0,0.02,0,0,0,0.04,0,0.04,0,-0.04,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0.04,0
0.04,0,0.04,0.02,0,0.02,0.06,0.04,-0.06,0.04,0,0.02,0.02,0.02,0.04,0.02,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,0.04,0.02,0,0,0,0.02
0,0,0.02,0.02,0,0,0.02,0.04,0,0,0.04,0,0,0,0,0,0.02,-0.04,0,0.04,0,-0.1,0,0.02,0,0.04,0,0,0,0
0.02,0.02,0,0,0.04,0.04,0,-0.04,0.02,0.02,-0.04,0.04,0.02,0.02,0.02,0.04,0,0.04,0.04,0,0.02,0.02,0.04,0,0,-0.06,0.02,0.02,0.04,0.04
0,0.02,0.04,0,0,0.04,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0,0.06,0.02,0,0,0.02,0,0,-0.04,0.06,0,0,0
0.02,-0.04,0,0.02,0.02,-0.04,0.02,0.02,0.04,0.04,0.02,0,0.04,0,0,0.04,0.02,0.06,0,0,0.02,0.04,-0.06,0.02,0.02,0.02,0,0.28,0.04,0.02
0.02,0,0,0.02,0,0.02,0.02,0.02,0,0.02,0,0.04,0.02,0,0,0.02,0,0.04,0,0.02,0.02,0,0,0,0,0.02,0,0.02,0.02,0
0,0.02,0.04,0,0.02,0,-0.04,-0.04,0.02,0,0.02,0,0,0.02,0.04,0,0.04,0,0.02,-0.04,-0.04,0.02,0.02,0.02,0.02,-0.04,0.04,-0.04,0,0.02
0,0,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0.02,0,0.02,0,0,0,0.02,0,0.02,0.02,0,0,0
0.02,0.04,0,0.02,0.02,0.08,0.04,0.04,0.04,0,0.04,0.02,0.02,0.04,0,0.02,0.02,0,0.02,0,0.04,0.02,0.02,0,0.02,-0.04,0,0.12,0.06,0.04
0.02,0.04,0,0.02,0,0.02,0,0,-0.04,0.04,0,0.04,0,0.02,0,0,0,0.02,0.02,0,0,0.02,0.04,0.04,0,0.02,0.02,0,0,0.02
0,0,0.02,0,0.04,0,0.04,0.04,0.04,0,0.04,0,0.02,0,0.06,0.02,0.04,0,0,0.02,0.02,0,-0.04,0,0.02,0,-0.04,0.04,0.04,0
-0.04,0.02,0,0.04,-0.04,0.02,0.02,0.04,0,0,0.04,0,0.02,0.04,0.02,0,0.02,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0,0.04
0.04,-0.04,0.02,0,0.02,0,0,0,0.04,0.04,0,0.02,0,0,-0.1,0.02,0,0.02,0.02,0,0.02,0,0.04,-0.04,0.04,0.02,0.02,0.02,0.02,-0.04
0,0.02,0.02,0,0,0,0,0.02,0.04,0.08,0,0.02,0,0.02,0.08,0.04,0,0.04,0,0,0.02,0.02,0,0.06,0.08,0,0,0,-0.06,0.02
0.04,0,0,0.06,0.02,0.02,0.02,0,0,0,0.02,-0.04,0.02,0,0,-0.04,0.02,0,0.02,0.02,0,0,0.02,-0.04,0,0.08,0.04,0.02,0.02,0
0,0,0.02,0,0,0,0.04,0,0,0,0,0.02,0,0.04,0.04,0,0.02,0,0.02,0,0,0,0,0.02,-0.1,0.02,0,0.02,0.02,0.02
0.04,0.02,0,0.02,0.02,0.02,-0.12,0.04,0.04,0.04,0.02,0,0.02,0,0,0.04,0,0.04,0,0.02,0.04,0.02,0.04,-0.04,0.04,0,0.04,0,0,0
0,0.04,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0.06,0.02,0,0.02,0,0,0.06,-0.04,0,0.02,0,0.02,0.02,0,0
0.02,0,0.04,0.04,0.04,0,0.02,-0.04,-0.04,0.04,0.02,0.02,0.02,0.04,0.04,0,0,0.02,0,0.04,0.02,0,0.02,0.02,-0.08,0.02,0,-0.14,0.02,0.04
0.04,-0.04,0,0,0,0,-0.04,0,0,0.02,0.02,0.02,0.04,0.04,0.04,0,0,0.04,0,0.02,0,0,0.02,0.04,0,0.02,0,0.02,0,-0.04
-0.04,0.02,0.04,0.02,0.02,0.04,0.04,0.04,0.02,0,0,0,-0.06,-0.1,0,0.02,0.02,0,0.02,0,0.04,0.22,0,0,0.04,-0.04,0.02,-0.04,0.02,0.04
0.02,0.02,0,0,0.04,0.02,0,0.04,0,0,0.02,0.04,0,0.02,0.02,0.04,0.02,0.02,0.02,0,0,-0.04,0,0,0.12,0,0,0.02,0,0.04
0,0,0.04,0.04,0,0,0.04,0,0.06,0.04,0,-0.04,0.06,0,0,-0.06,0,-0.04,0,0.02,0.02,0.04,0.02,0.04,0,0.02,0,0,0.02,-0.04
0,0,0,0,0,0.02,0.04,0.04,0,0.04,0,0,0,0,0.02,0,0.02,0.04,0.02,0.02,0,0,0,0,0,0,0,0,0,0
0.02,0.02,0.04,0.04,0.02,-0.04,0,0.02,0.02,-0.04,0.02,0.04,0.02,0.02,0,0.06,0,0,0,0,0.06,0.04,0.02,0.02,0.04,0.02,0.14,0.02,0.02,0.06
0,0.02,0,0,0,0,0,0,0.06,0.04,0,0,0,0.04,0.02,0.02,0,0,0,0,0.02,-0.04,0,0,0.2,0.02,0.02,0,0.02,0
0.04,0,0.04,0.04,0.04,0.04,0.02,0.02,0,0,0.02,0.04,0.02,-0.04,0,0,0.04,0.04,0.02,0.04,0,0.02,0.04,0.04,0,0,0,0,0,0.02
0,0,0.02,0,0,0,0.04,0,0.02,0.04,0,0,0,0,0,0.02,0.02,0,0,0.04,0.04,0.02,0,0,0.02,0.02,0,0,0,0
0.04,0.02,0,0.02,0.02,0.04,-0.04,0.02,0,0,0.02,0.02,0.02,0.06,0.04,0,0,0.04,0.02,0,0,-0.04,0.04,0.04,0,0,0.04,0.04,0.04,0.02
0.04,0,0,0,0,0.02,0,0.02,0.02,0,0.02,0,0,0,0.04,0.08,0,0.02,0.02,0,0,0,0,0.02,0,0,0,0,0,0
0,0.04,0.04,0.06,0.04,0,0.02,0,-0.06,0.04,0,0.04,0.02,0.04,0,0,0.04,0,0,0.02,0.04,0.04,0.02,0,0,0.02,0.02,0.02,0.02,0.04
0,0,0,0,0,0,0,0.02,0,0,0.02,0.14,0,0,0.04,0,0.02,0.02,0.04,0,0,0.02,0.04,0,0,0.02,0,0,0,0.02
0.04,0.04,0.04,0.04,0.04,0.02,0.04,0,0.04,0.02,0,0,0.02,0.02,0,0.04,0,-0.04,0,0.02,0.04,0,-0.04,0.02,0.04,0,0.02,0.02,0.04,0
0.02,0,0,0.02,0.04,0.02,0.02,0.02,0,-0.06,0.02,0,0.02,0.02,0.06,0,0.02,0,0,-0.04,0,-0.04,0,0,0,0,0.02,0.04,0,0
0,0.04,0.06,0,0,-0.04,0,0.04,0.02,0.04,0,0.02,0,0,0,0.04,0,0.04,0.14,0.02,0.04,0.02,0.02,0.02,0.06,0.02,-0.04,0,0.02,0.04
0,0.04,0.02,0,0.02,0,0.04,0,0,0,0,0.02,0,0.02,0.02,-0.04,0,0,0,0,0.02,0,-0.04,0,0,0.02,0,0,0,0
0.04,0,0,0.02,0,0.04,0,0.04,0.04,0.02,0.04,0,0.04,0,0,0.04,0.02,0.04,0.08,0.02,0,0.02,0.06,0.04,0.04,0,0.08,0.02,0.02,0.02
0.02,0,0,0,0,0.02,-0.04,0,0.04,0.02,0,0.02,0.04,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0.02,0
0,0.06,0.04,0.04,0.02,0,0.16,0.04,-0.12,0,0.04,0,-0.04,0,0.04,0.02,0.04,0.02,0.02,0,0.04,0.02,0.02,0.04,0.02,0.02,0,0.02,0,0.04
0,0,0.04,0,0,0.02,0,0.04,0,0,0.02,0,0,0,0,0.04,0,0,0.02,0,0,0,0,0.02,0,0,0,0.02,0,0
0.04,0.04,0,0.02,0.02,-0.04,0.04,-0.12,0.04,0.04,0,0.02,0.04,0.06,0.04,-0.04,0.04,0.08,0,0.04,0.04,0.04,0.1,-0.08,0.06,0.02,0.04,0,0.04,0.02
0.02,0,0,-0.1,0,0,0,0,0.02,0,0,-0.04,0,0,0,0,0,0.06,0,0.02,0,0.02,-0.04,0,0.02,0,0,0,0.06,0
0,0.02,0.08,0.04,0.02,0.02,0.02,0.02,-0.12,0.04,0.02,0.02,0.04,0.02,0.04,0.04,0.04,-0.04,0.06,0,0.04,0,0.04,0.06,0,0.04,0.04,0.04,0,0.02
0.04,0,0,-0.06,0,0,0.12,0.02,0.02,0.02,0.02,0,0,-0.04,0,0,0,0,0.02,0.04,0,0,-0.06,0.02,0,0,0,0,0.02,0
0,0.04,0.04,0.02,0.02,0.02,-0.08,0,0,0,0,0.04,0.02,0.02,0.04,0.02,0.02,0.04,0,-0.04,0.02,0.02,0.06,0,0.02,0.02,0.04,0.02,-0.04,0.02
0,0.04,0.02,0.04,0,0.02,-0.04,0.02,0,0.04,0,0,0,0.02,0,0,0.02,0.04,0.02,0.04,0.04,0.02,0.06,0.02,0,-0.1,0,0,0,0
0.06,0,0,0,0.02,0,0.02,-0.12,0.04,0,0.04,0.04,0.04,0,0.04,0.02,0,0,-0.04,0,0,-0.18,-0.1,0,0.02,0.04,0.02,0.04,0.02,0.04
0,0,0.02,0.02,0,0,0,0,-0.04,0.04,0,0,0,0,0,0,0,0,0,0,0.06,-0.14,0,0,0.04,0,0,-0.04,0.02,0
0.04,0.02,0,0,0.04,0,0.02,0.02,0.04,0,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.04,0.04,0.02,-0.04,0.14,0.18,0.04,0,0.02,0.06,0.02,0,0.04
0.02,0,0,0.02,0.02,0,0,0,0.02,0.04,0.04,0,-0.04,0,0,0,0,0,0.06,0,0,0.22,-0.04,0.02,0,0.02,0,0.04,0.02,0
0,0.02,0.04,-0.12,0,0.04,0.02,0.04,-0.04,0,-0.04,0.04,0.02,0.02,0.04,0.04,0.08,0.06,-0.1,0.02,0.02,-0.06,0.06,0,0.02,0,0.02,-0.04,0,0.04
0.04,0,0.02,0.04,0,-0.04,0,0,0,0.04,-0.04,0,0,0,0,0,0.04,0.04,0.04,0,0.02,-0.04,-0.12,0.04,0,0.08,0.02,0.06,0,0
0,0.04,0,-0.04,0.02,0.02,0.06,0.04,0.04,0,0.02,0.02,0.04,0.02,0.04,0.02,0,-0.04,0,0.04,0,0.04,0.1,0,0.02,-0.06,0,0,0.02,0.02
0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0.1,0,0,-0.2,0,0,0,0
0.06,0.04,0.02,0.04,0.04,0.02,0.02,0.04,0.06,0,0.04,0.02,0.02,0.04,0.04,0,0.02,0.02,0.04,0.04,0.02,0.04,-0.04,0.02,0,0.02,0.04,0.04,0.02,0.02
0,0,0,0,0.04,0,0,0.04,0,0.02,0,0,0.02,0.02,0,0,0,0,0.04,0.02,0.04,0,0.04,0.02,-0.06,-0.1,-0.04,0.02,0,0
0.02,0.04,0.02,0.04,0,0.02,0.02,-0.04,0.02,0,0.04,0.04,0,0,0.04,0.04,0.04,0.04,-0.12,0,0,0.02,-0.12,0,0.02,0.04,0.04,0,0.04,0.02
0.02,0,0,0.04,0,0,0,-0.12,0,0,0,0,0,0.02,0,0,0.04,0,0.02,0,0,0,-0.08,0,0,0.02,0,0,0.02,0
-0.04,0.02,0.04,-0.04,0.04,0.02,0.02,0.04,0.04,0.04,0.02,0.02,0.02,0,0.04,0.04,0,0.02,-0.04,0.02,0.06,0.02,0.2,0.02,0,0,0.02,0.04,0,0.02
0,0,0.02,0,0.02,0.02,0,0.02,-0.06,0.02,0,-0.04,0,0,0,0,0.04,0.02,0.02,0,0.02,0.04,0.04,0.02,0,0,0,0,0.02,0
0.02,0.04,0,0,-0.04,0,0.04,0,0.02,0,0.04,0.1,0.04,0.02,0.04,0.04,0,-0.08,0,0.02,0,0,-0.06,0,0.02,0.04,0.02,0.02,0,0.04
0,0.04,0,0,0,0.02,0,0.06,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0.02,0,-0.04,0.02,0.02,0,0,0.02,0,0
0.02,-0.04,0.02,0.02,0.04,-0.06,0.02,0,0.02,0.04,0.02,0,0.02,0.06,0,0.02,0.04,0.04,0.04,0.02,0,0.02,0.06,0,0,0.04,0.02,0,0.04,0.08
0,0,-0.04,0,0,0,0,0.04,0.04,0.04,0.06,0.02,0,0,0.04,0,0,0.02,0.02,0,0.02,0,-0.12,0.02,0,0,0.02,0.02,0,0
0.02,0.04,0.02,0.02,0.02,0.04,0.04,0,0,0,-0.04,-0.08,0.04,0.08,0,0.02,0.04,0,0,0.04,0,0.02,0.06,0,0.02,0.02,-0.04,0,0.02,0.04
0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0.02,0,0.02,-0.2,0,0,0,0,0,0,0.04
0.02,0.02,0.02,0.02,0.06,0.02,0.02,0,0.02,0.04,0.02,0.1,0.04,0.02,0,0.02,0.04,0.04,0.06,0,0.02,0,0.12,0.02,0.02,0.08,0.04,0.02,0.04,0
-0.04,0,0.02,0.04,0,0,-0.06,0,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0.04,0,0.04,0,0,-0.04,0.22,0.04,0,0,0.04
0.02,0.04,-0.04,0,0.04,0.04,0.08,0.02,0.04,0.02,0.02,0.02,0.06,0,0.04,-0.04,0.04,0.02,0.12,0,0.02,0,0.32,0.06,0.02,-0.12,0,0.02,0.08,0
0.02,0,0.02,0,0.02,0.04,0,0.04,0.04,0,0,0.02,0,0,0,0,0.04,0,-0.04,0.02,0,0.04,0.02,0,0,0,0.04,0,0,0.08
0,0.04,-0.04,0.1,0,0,0.02,-0.04,0,0.02,0.02,-0.06,-0.06,0.04,0.06,0.04,0,0.04,0.02,0,0.02,0,-0.04,0.02,0.02,0.02,-0.06,0.02,0.08,0
0.02,0.04,0,0.06,0.02,-0.04,0.02,0,0.04,0.06,0.02,0,0,0,0.04,-0.06,0,0.02,0,0,0.04,0,-0.04,0,0,0,0,0,0,0.04
0,-0.06,0.02,-0.06,0,0.04,0,0.04,0,0,0,0.02,0.02,0.02,0,0.02,0.04,0,0.02,0.04,-0.04,0.04,0.14,0.04,-0.04,0.06,0.02,0.02,0.02,0
0,0,0.02,0,0,0.02,0.02,0,0.02,0.04,0.04,0,0.04,0,0.04,0,0.02,-0.06,0,0.02,0.02,0,-0.2,0,0,0.04,0,0,0,0.02
0.04,0.04,0,0.02,0.04,0,-0.12,0.06,0,0,-0.04,-0.04,0,0.02,0,0.06,0,0.04,0.04,0,0,0.02,0.12,0.04,0.02,-0.2,0.02,0.04,0,0
0,0,0.02,0.06,0,0,0,0.02,0,0.04,0,0,0.02,0,0.02,0,0,0,-0.04,0,0.02,0,0,0,0.02,0,0,0,0.02,0
0.02,0.02,0,-0.04,0.02,0.02,0.02,0,0.04,0,0.04,0.02,0,0.06,-0.12,0.04,0.04,0.02,0.04,0.04,0,0.02,0.02,0.02,0,0.08,0.02,0.02,0,0.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0.02,-0.04,0,0,0,0,0,0,0
2.2,0.62,0.84,0.54,0.6,2.2,0.56,0.98,0.54,0.6,0.84,0.52,0.5,0.96,0.68,0.76,2.2,0.48,0.62,2.2,1.1,0.66,0.22,2.2,2.2,1.1,0.78,0.9,0.84,0.52
0.36,0.36,0.36,0.36,0.34,0.36,0.34,0.38,0.38,0.36,0.36,0.34,0.38,0.36,0.32,0.36,0.38,0.36,0.36,0.36,0.36,0.36,0,0.36,0.36,0.34,0.36,0.36,0.36,0.36
0.34,0.32,0.34,0.34,0.36,0.34,0.36,0.3,0.34,0.34,0.34,0.36,0.32,0.34,0.38,0.34,0.36,0.36,0.34,0.34,0.34,0.34,0.14,0.32,0.32,0.38,0.34,0.32,0.34,0.34
0.36,0.36,0.36,0.34,0.34,0.34,0.36,0.34,0.36,0.34,0.34,0.36,0.36,0.34,0.34,0.36,0.34,0.36,0.32,0.34,0.36,0.32,-0.1,0.34,0.34,0.36,0.34,0.34,0.34,0.36
0.34,0.34,0.32,0.36,0.36,0.36,0.34,0.36,0.34,0.36,0.36,0.34,0.32,0.36,0.38,0.34,0.36,0.34,0.38,0.36,0.32,0.36,0,0.36,0.36,0.32,0.36,0.36,0.38,0.34
0.36,0.36,0.34,0.36,0.34,0.36,0.32,0.36,0.36,0.36,0.34,0.36,0.36,0.36,0.36,0.34,0.34,0.36,0.34,0.36,0.34,0.36,0,0.36,0.34,0.38,0.36,0.32,0.38,0.36
0.34,0.34,0.36,0.34,0.36,0.34,0.36,0.34,0.32,0.34,0.36,0.34,0.34,0.34,0.34,0.36,0.36,0.34,0.36,0.34,0.36,0.36,0.14,0.34,0.38,0.34,0.34,0.38,0.34,0.34
0.36,0.36,0.36,0.36,0.36,0.34,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.34,0.36,0.36,0.36,0.36,0.34,0.36,0.36,0.36,0,0.36,0.36,0.36,0.36,0.36,0.36,0.34
0.34,0.34,0.36,0.36,0.34,0.38,0.32,0.36,0.36,0.34,0.34,0.34,0.36,0.36,0.38,0.34,0.38,0.36,0.36,0.34,0.34,0.34,0.02,0.34,0.34,0.34,0.34,0.38,0.34,0.36
0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.38,0.38,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.38,0.36,0.36,0.36,0.36,0.36,0.02,0.36,0.36,0.36,0.36,0.36,0.36,0.36
-1.04,-0.36,-0.46,-0.24,-0.3,-0.22,-0.3,-0.54,-0.24,-0.3,-0.48,-0.24,-0.2,-0.58,-0.36,-0.42,-0.6,-0.2,-0.38,-0.78,-0.54,-0.4,0,-0.58,-0.62,-0.58,-0.44,-0.58,-0.44,-0.26
0,0.02,0.06,0.02,0.04,0.02,0.04,-0.04,0.04,0.02,0,0.04,0.04,0.02,0,0,0,0.02,0.02,0,0.04,0.04,0,0.02,0,0,0,0,0.04,0
0.04,0.04,0.02,0.04,0.02,0.04,0.02,0.04,0,0.04,0.04,0.02,0.02,0.04,0.04,0.04,0.04,0.06,0.04,0.06,0,0,0.08,0.04,0.02,0.04,0.04,0.06,0,0.04
0.02,0.04,0.06,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.02,0.04,0.02,0.04,0,0.04,0.04,0.02,0.04,0.04,0.02,0.04
0.06,0.02,0.02,0.02,0.02,0.04,0.06,0.02,0.02,-0.04,0.04,0.04,0.02,0.02,0.02,0.06,0.02,0.02,0.04,0.04,0.04,0.02,0.06,0.02,-0.04,0.04,0.02,0,0.04,0.02
0.04,0.02,0.04,0.04,0.02,0.04,0.06,0.04,0.04,0.04,0,0.02,-0.04,-0.06,0.04,0.02,0.04,0.04,0.02,0.04,0.04,0.04,0,0.04,0.02,0.04,0.06,0.04,0.04,0.04
0.04,0.04,0,0.04,0.06,-0.04,0.02,0.02,0.02,0.02,0.08,0.04,0.04,0.04,0,0.04,0,0.02,0.04,0.02,0.02,0.02,0.02,0.1,0.06,0.02,0.02,0.02,0,0.02
0.04,0.12,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0,0.02,0.04,0.02,0.04,0.04,0.06,0.04,0,0.04,0.04,0.04,0.02,0.02,0.02,0.04
0.02,0.02,0,0.02,0.02,0.02,0.04,0.04,0.04,0.06,0.02,0,0.02,0.02,0.04,0.06,0.04,0.06,-0.08,0.02,0.02,0.02,0.04,0.02,0,-0.14,0.04,0.04,0.06,0.02
0.02,0.04,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0,0.02,0.02,0.04,0.02,0.04,0.02,-0.04,0.02,0.02,0.02,0.02,0.04,0,0.02,0.04,0.02,0.04,0.02,0.02,0.02
0.52,0.7,0.76,0.54,0.56,0.54,0.56,1.24,0.54,0.62,0.84,0.54,0.54,1.96,0.66,0.7,2.2,0.54,0.74,2.2,0.96,0.72,0.02,2.2,1.86,1.44,0.78,1.82,0.72,0.56
0.38,0.36,0.36,0.38,0.38,0.38,0.38,0.36,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0,0.38,0.38,0.38,0.38,0.38,0.36,0.36
0.36,0.38,0.38,0.36,0.36,0.36,0.36,0.38,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0,0.36,0.36,0.36,0.36,0.36,0.38,0.38
0.38,0.36,0.36,0.36,0.36,0.36,0.36,0.38,0.36,0.36,0.36,0.36,0.36,0.34,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0,0.36,0.36,0.38,0.34,0.36,0.36,0.36
0.36,0.36,0.36,0.38,0.36,0.38,0.36,0.36,0.36,0.38,0.38,0.36,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.36,0.38,0.38,0.02,0.36,0.34,0.36,0.38,0.38,0.38,0.36
0.36,0.38,0.36,0.36,0.36,0.36,0.38,0.38,0.36,0.36,0.38,0.38,0.36,0.36,0.36,0.36,0.36,0.38,0.36,0.36,0.36,0.36,0.02,0.36,0.36,0.36,0.36,0.36,0.36,0.36
0.36,0.36,0.38,0.38,0.38,0.36,0.36,0.36,0.38,0.38,0.36,0.36,0.36,0.38,0.36,0.38,0.38,0.36,0.38,0.38,0.36,0.38,-0.04,0.38,0.38,0.36,0.38,0.36,0.38,0.36
0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.38,0.36,0.36,0.36,0.36,0.36,0.36,0.02,0.36,0.4,0.38,0.36,0.36,0.36,0.38
0.38,0.36,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.36,0.38,0.36,0.38,0.38,0.38,0.38,0.38,0.38,0,0.38,0.36,0.36,0.38,0.38,0.38,0.34
0.38,0.36,0.38,0.4,0.36,0.38,0.38,0.38,0.36,0.38,0.36,0.38,0.38,0.36,0.38,0.36,0.38,0.38,0.38,0.36,0.38,0.38,-0.04,0.36,0.36,0.36,0.36,0.36,0.36,0.36
-0.24,-0.4,-0.38,-0.2,-0.26,-0.26,-0.24,-0.58,-0.22,-0.3,-0.44,-0.28,-0.26,-0.62,-0.34,-0.38,-0.92,-0.22,-0.44,-0.62,-0.48,-0.42,0.04,-0.84,-0.6,-0.6,-0.42,-0.66,-0.36,-0.28
0,0.02,0.02,0.04,0.02,0.02,0.04,0,0,0.02,0,0.04,0.04,0,0.02,0.04,0.04,0.02,0.04,0.02,0,0.04,0,0.02,0,0.04,0,0.04,0.02,0.02
0.04,0.04,0.04,0,0.06,0.04,0.02,0.04,0.04,0.04,0.06,0.02,0.02,0.04,0.04,0,0.02,0.12,0,0.04,0.04,0.02,0,0.04,0.1,0.02,0.04,0,0.04,0.04
0.06,0.04,0.04,0.04,0.04,-0.08,0.02,0.04,0.04,0.04,0.02,0.04,0.04,0.02,0.02,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.02,0.06,0.02,0.04,0.04,0.02,0.04,0.02
0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.02,0,0.04,0.06,0.02,0.02,0.06,0.04,0.02,0.02,0.06,0.02,0.02,0.04,0.02,0,0.02,0.04,0.04,0,0.04,0.02,0.06
0.04,0.04,0.04,0.04,0.02,0.04,0.06,0.04,0.04,0.04,0,0.06,0.04,0.08,0.02,0.02,0.04,0.04,0.02,0,0.04,0.04,0,0.04,0.04,0.04,0.04,0.04,0.04,0.02
0.02,0,0,0.02,0.06,0.02,0.02,0.02,0,0.04,0.06,0.02,0.06,0.02,0.06,0.06,0.02,0.02,0.04,0.04,0,0,0.02,-0.04,0.02,0.02,0.02,-0.04,0.02,0.08
